Run number,Date,Duration,Events,Current,Beam Energy,Target,Solenoid,Torus,Trigger,RCDB comment,Type,Adittional comment,Log DAQ,Log Monitoring plots,Log Online reconstruction,Log Strip charts,
20507,2024-05-16 23:56:01,7:34:58,"27,178,089",200 nA,"10,547.3",IN,Wire,-1.00,-1.00,rge_inb_v1.0_200MeV,"Empty + wire, production",prod,,https://logbooks.jlab.org/entry/4306533,https://logbooks.jlab.org/entry/4306588,https://logbooks.jlab.org/entry/4306737,https://logbooks.jlab.org/entry/4306752
20508,2024-05-17 10:38:14,0:24:28,"27,049,846",85 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_200MeV,current scan from 63 to 85 nA,maybe,rocs mvt1 and mvt2 are issuing (not on 100%) / BMT HV Sector 3 layer 4 trip,,,,
20509,2024-05-17 11:05:49,1:37:05,"100,510,321",63 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_200MeV,(Prod) Current cahgne from 63 to 60 nA durring the run. still good run,prod,,https://logbooks.jlab.org/entry/4306875,https://logbooks.jlab.org/entry/4306874,https://logbooks.jlab.org/entry/4306891,https://logbooks.jlab.org/entry/4306889
20510,2024-05-17 12:46:16,0:32:58,"37,058,272",60 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_200MeV,Prod,prod,,https://logbooks.jlab.org/entry/4306895,https://logbooks.jlab.org/entry/4306896,https://logbooks.jlab.org/entry/4306908,https://logbooks.jlab.org/entry/4306913
20512,2024-05-18 8:26:04,1:28:12,"92,506,353",60 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_200MeV,Prod,prod,,https://logbooks.jlab.org/entry/4307289,https://logbooks.jlab.org/entry/4307288,https://logbooks.jlab.org/entry/4307325,https://logbooks.jlab.org/entry/4307344
20515,2024-05-18 10:16:06,1:38:09,"100,753,967",65 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_250MeV,Prod,prod,,https://logbooks.jlab.org/entry/4307337,https://logbooks.jlab.org/entry/4307339,https://logbooks.jlab.org/entry/4307372,https://logbooks.jlab.org/entry/4307371
20516,2024-05-18 12:00:07,0:39:54,"34,944,568",68 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_300MeV,Prod,prod,changed current from 68 to 70 nA,https://logbooks.jlab.org/entry/4307383,,https://logbooks.jlab.org/entry/4307406,https://logbooks.jlab.org/entry/4307407
20517,2024-05-18 12:56:51,1:40:30,"100,115,116",70 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_300MeV,Prod,prod,double normal data rate,https://logbooks.jlab.org/entry/4307420,https://logbooks.jlab.org/entry/4307424,https://logbooks.jlab.org/entry/4307460,https://logbooks.jlab.org/entry/4307462
20518,2024-05-18 14:40:03,1:43:40,"100,166,810",70 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_300MeV,Prod,prod,double normal data rate,https://logbooks.jlab.org/entry/4307464,https://logbooks.jlab.org/entry/4307472,https://logbooks.jlab.org/entry/4307530,https://logbooks.jlab.org/entry/4307529
20519,2024-05-18 16:29:53,1:42:14,"99,638,613",70 nA,"10,547.3",IN,LD2 + C,-1.00,1.00,rge_noDC_v1.0_300MeV,Production,prod,,https://logbooks.jlab.org/entry/4307538,https://logbooks.jlab.org/entry/4307542,https://logbooks.jlab.org/entry/4307579,https://logbooks.jlab.org/entry/4307581
20520,2024-05-18 18:32:03,1:39:50,"85,418,068",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,1.00,rge_noDC_v1.0_300MeV,Production,prod,roc tdcecal 100% busy,https://logbooks.jlab.org/entry/4307601,https://logbooks.jlab.org/entry/4307602,https://logbooks.jlab.org/entry/4307642,https://logbooks.jlab.org/entry/4307648
20521,2024-05-18 20:17:49,1:57:43,"101,121,720",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,1.00,rge_noDC_v1.0_300MeV,Production,prod,,https://logbooks.jlab.org/entry/4307658,https://logbooks.jlab.org/entry/4307707,https://logbooks.jlab.org/entry/4307709,https://logbooks.jlab.org/entry/4307708
20522,2024-05-18 22:20:15,2:00:25,"108,350,794",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,1.00,rge_noDC_v1.0_300MeV,Production,prod, BMT HV SEC3 L4 STRIP trip,https://logbooks.jlab.org/entry/4307732,https://logbooks.jlab.org/entry/4307729,,https://logbooks.jlab.org/entry/4307775
20523,2024-05-19 0:43:03,2:07:11,"106,944,354",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,1.00,rge_noDC_v1.0_300MeV,prod,prod,,https://logbooks.jlab.org/entry/4307798,https://logbooks.jlab.org/entry/4307835,https://logbooks.jlab.org/entry/4307880,https://logbooks.jlab.org/entry/4307879
20524,2024-05-19 3:29:20,1:51:23,"100,802,988",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,1.00,rge_noDC_v1.0_300MeV,prod,prod,BMT HV s3l4 tripped,https://logbooks.jlab.org/entry/4307915,https://logbooks.jlab.org/entry/4307942,https://logbooks.jlab.org/entry/4307953,https://logbooks.jlab.org/entry/4307952
20525,2024-05-19 5:25:37,0:12:01,"3,528,071",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,1.00,rge_noDC_v1.0_300MeV,junk,prod,3 minutes of data,,,,
